"Time","Output.Value","Input.Vd"
5.84600000000034,0.916971695257776,1
5.88300000000035,0.918255042382019,1
5.92000000000036,0.919518552183581,1
5.95700000000037,0.920762531297636,1
5.99400000000039,0.92198728161955,1
6.0310000000004,0.923193100378147,1
6.06800000000041,0.924380280207839,1
6.10500000000042,0.925549109219643,1
6.14200000000044,0.926699871071106,1
6.17900000000045,0.927832845035141,1
6.21600000000046,0.928948306067801,1
6.25300000000047,0.930046524875014,1
6.29000000000049,0.931127767978271,1
6.3270000000005,0.932192297779311,1
6.36400000000051,0.933240372623802,1
6.40100000000052,0.934272246864034,1
6.43800000000053,0.935288170920654,1
6.47500000000055,0.93628839134343,1
6.51200000000056,0.937273150871095,1
6.54900000000057,0.938242688490247,1
6.58600000000058,0.939197239493353,1
6.6230000000006,0.940137035535852,1
6.66000000000061,0.941062304692369,1
6.69700000000062,0.941973271512067,1
6.73400000000063,0.942870157073147,1
6.77100000000065,0.943753179036491,1
6.80800000000066,0.944622551698496,1
6.84500000000067,0.94547848604307,1
6.88200000000068,0.946321189792846,1
6.9190000000007,0.94715086745958,1
6.95600000000071,0.947967720393796,1
6.99300000000072,0.948771946833642,1
7.03000000000073,0.949563741953002,1
7.06700000000074,0.950343297908862,1
7.10400000000076,0.951110803887944,1
7.14100000000077,0.951866446152619,1
7.17800000000078,0.952610408086109,1
7.21500000000079,0.953342870236991,1
7.25200000000081,0.954064010363016,1
7.28900000000082,0.954774003474249,1
7.32600000000083,0.955473021875535,1
7.36300000000084,0.956161235208321,1
7.40000000000086,0.956838810491823,1
7.43700000000087,0.957505912163559,1
7.47400000000088,0.958162702119257,1
7.51100000000089,0.958809339752144,1
7.54800000000091,0.959445981991624,1
7.58500000000092,0.960072783341371,1
7.62200000000093,0.960689895916822,1
7.65900000000094,0.961297469482086,1
7.69600000000095,0.961895651486298,1
7.73300000000097,0.962484587099401,1
7.77000000000098,0.963064419247373,1
7.80700000000099,0.963635288646918,1
7.844000000001,0.964197333839609,1
7.88100000000099,0.964750691225519,1
7.91800000000097,0.965295495096316,1
7.95500000000095,0.965831877667855,1
7.99200000000093,0.96635996911227,1
8.02900000000091,0.966879897589557,1
8.06600000000089,0.967391789278683,1
8.10300000000087,0.967895768408202,1
8.14000000000085,0.968391957286411,1
8.17700000000083,0.968880476331025,1
8.21400000000081,0.969361444098403,1
8.25100000000078,0.969834977312322,1
8.28800000000076,0.970301190892304,1
8.32500000000074,0.9707601979815,1
8.36200000000072,0.971212109974156,1
8.3990000000007,0.971657036542639,1
8.43600000000068,0.972095085664062,1
8.47300000000066,0.972526363646478,1
8.51000000000064,0.972950975154687,1
8.54700000000062,0.973369023235632,1
8.5840000000006,0.97378060934341,1
8.62100000000058,0.974185833363897,1
8.65800000000056,0.974584793638979,1
8.69500000000054,0.974977586990424,1
8.73200000000052,0.97536430874338,1
8.7690000000005,0.975745052749508,1
8.80600000000048,0.976119911409757,1
8.84300000000046,0.97648897569679,1
8.88000000000044,0.976852335177062,1
8.91700000000042,0.977210078032553,1
8.9540000000004,0.977562291082174,1
8.99100000000037,0.977909059802831,1
9.02800000000035,0.978250468350174,1
9.06500000000033,0.978586599579017,1
9.10200000000031,0.978917535063447,1
9.13900000000029,0.979243355116622,1
9.17600000000027,0.979564138810257,1
9.21300000000025,0.97987996399382,1
9.25000000000023,0.980190907313421,1
9.28700000000021,0.980497044230412,1
9.32400000000019,0.980798449039704,1
9.36100000000017,0.981095194887796,1
9.39800000000015,0.981387353790523,1
9.43500000000013,0.981674996650536,1
9.47200000000011,0.981958193274514,1
9.50900000000009,0.982237012390096,1
